discrimination_occurred,respodent_id,interview_country,age,gender,job_situation,ethnic_group,household_income,income_imputed,religion,marital status,past_discrim_exp,extent_of_discrim,can_make_ends_meet,rent_or_own_housing,searched_for_housing,urbanization_degree,health_status,has_illness,health_impact_on_life,insurance_coverage,violence_exp_by_family,aware_of_support_org,friends_from_diff_ethnicity,friends_from_majority,neighbour_ethnicity,social_transfers,poverty_risk,citizenship_status,stopped_by_police
0,70029.0,24.0,45.0,2.0,1.0,5.0,11.0,0.0,0.0,1,1.0,8.0,0,0,0,1.0,4.0,0,3.0,0,2,0,0,0,1,4,1.0,1.0,1
1,70040.0,24.0,42.0,1.0,4.0,5.0,8.0,1.0,1.0,1,0.0,7.0,0,1,0,1.0,5.0,0,3.0,1,1,1,1,0,0,2,1.0,1.0,1
1,70045.0,24.0,60.0,1.0,4.0,5.0,5.0,0.0,1.0,0,10.0,8.0,0,1,0,1.0,3.0,1,1.0,1,1,0,0,1,0,2,1.0,1.0,1
1,70049.0,24.0,27.0,1.0,1.0,5.0,13.0,0.0,0.0,1,12.0,8.0,0,0,1,1.0,5.0,0,3.0,1,2,0,0,0,1,4,1.0,1.0,0
1,70062.0,24.0,24.0,1.0,4.0,5.0,9.0,0.0,0.0,1,0.0,7.0,0,0,1,1.0,5.0,0,3.0,1,0,0,1,0,0,1,1.0,1.0,0
1,70065.0,24.0,62.0,2.0,8.0,5.0,5.0,0.0,1.0,0,16.0,3.0,0,1,0,1.0,3.0,1,2.0,1,1,0,0,0,1,3,1.0,1.0,0
1,70070.0,24.0,35.0,1.0,4.0,5.0,7.0,1.0,1.0,1,2.0,6.0,0,1,0,1.0,4.0,0,3.0,1,1,0,1,0,0,2,1.0,1.0,0
1,70080.0,24.0,44.0,2.0,4.0,5.0,8.0,0.0,1.0,1,0.0,6.0,0,1,0,1.0,5.0,0,3.0,1,1,0,1,0,0,2,1.0,1.0,1
1,70091.0,24.0,51.0,1.0,4.0,5.0,7.0,1.0,1.0,1,2.0,7.0,0,1,0,1.0,4.0,0,3.0,1,1,0,1,0,0,2,1.0,1.0,1
0,70116.0,24.0,33.0,2.0,4.0,5.0,7.0,0.0,1.0,1,1.0,7.0,0,0,1,1.0,4.0,0,3.0,1,0,0,0,1,1,2,1.0,1.0,0
0,70122.0,24.0,32.0,1.0,4.0,5.0,10.0,0.0,1.0,1,1.0,6.0,0,0,1,1.0,4.0,0,2.0,1,0,0,0,1,1,3,1.0,1.0,0
0,70130.0,24.0,42.0,2.0,4.0,5.0,9.0,0.0,1.0,1,1.0,8.0,0,0,1,1.0,2.0,1,1.0,1,0,0,0,0,1,2,1.0,1.0,0
0,70136.0,24.0,37.0,2.0,4.0,5.0,8.0,0.0,1.0,1,1.0,6.0,0,0,1,1.0,4.0,0,3.0,1,0,0,0,1,1,2,1.0,1.0,0
1,70140.0,24.0,18.0,2.0,4.0,5.0,10.0,0.0,1.0,0,0.0,10.0,0,0,1,1.0,4.0,0,3.0,1,0,0,0,1,1,1,0.0,1.0,0
1,70142.0,24.0,39.0,2.0,4.0,5.0,9.0,0.0,1.0,1,0.0,9.0,0,0,1,1.0,4.0,0,3.0,1,0,0,0,1,1,2,1.0,1.0,0
0,70156.0,24.0,33.0,2.0,4.0,5.0,10.0,0.0,1.0,1,0.0,5.0,0,0,1,1.0,4.0,0,2.0,1,0,0,0,1,1,2,1.0,1.0,0
0,70160.0,24.0,28.0,2.0,4.0,5.0,9.0,0.0,1.0,1,0.0,10.0,0,1,0,1.0,4.0,0,3.0,1,0,0,0,1,1,2,1.0,1.0,0
0,70179.0,24.0,42.0,2.0,4.0,5.0,10.0,0.0,1.0,1,0.0,11.0,0,0,1,1.0,3.0,0,2.0,1,0,0,0,1,1,2,1.0,1.0,0
1,70187.0,24.0,28.0,2.0,4.0,5.0,8.0,0.0,1.0,1,0.0,10.0,0,0,1,1.0,4.0,0,3.0,1,0,0,0,1,1,2,1.0,1.0,0
1,70192.0,24.0,29.0,1.0,1.0,5.0,10.0,0.0,1.0,1,2.0,11.0,0,0,1,1.0,4.0,0,3.0,1,0,0,0,1,1,2,1.0,1.0,0
0,70232.0,24.0,32.0,2.0,7.0,5.0,7.0,0.0,1.0,1,0.0,11.0,0,1,0,1.0,4.0,0,3.0,1,0,0,0,1,1,1,1.0,1.0,0
1,70238.0,24.0,54.0,1.0,4.0,5.0,9.0,0.0,1.0,1,6.0,11.0,0,1,1,1.0,4.0,0,3.0,1,0,0,1,1,1,3,1.0,1.0,0
0,70245.0,24.0,28.0,2.0,4.0,5.0,8.0,0.0,1.0,1,3.0,12.0,0,1,0,1.0,3.0,0,2.0,1,0,1,0,1,1,2,1.0,1.0,0
1,70249.0,24.0,43.0,1.0,4.0,5.0,10.0,0.0,1.0,1,4.0,11.0,0,1,0,1.0,4.0,0,3.0,1,0,0,1,1,1,2,1.0,1.0,0
1,70252.0,24.0,18.0,2.0,4.0,5.0,10.0,0.0,1.0,0,8.0,8.0,0,0,0,1.0,4.0,0,3.0,1,2,0,0,1,1,2,1.0,1.0,0
1,70265.0,24.0,31.0,2.0,4.0,5.0,9.0,0.0,1.0,1,4.0,12.0,0,1,1,1.0,4.0,0,3.0,1,1,0,0,0,1,2,1.0,1.0,0
1,70271.0,24.0,40.0,1.0,4.0,5.0,11.0,0.0,1.0,1,6.0,12.0,0,0,1,1.0,3.0,0,2.0,1,1,1,0,1,1,2,1.0,1.0,0
0,70277.0,24.0,36.0,1.0,4.0,5.0,10.0,0.0,1.0,1,5.0,9.0,0,1,1,1.0,4.0,0,2.0,1,0,0,0,1,1,2,1.0,1.0,0
1,70281.0,24.0,19.0,1.0,4.0,5.0,10.0,0.0,1.0,0,8.0,12.0,0,1,0,1.0,4.0,0,3.0,1,1,1,1,1,1,2,1.0,1.0,0
1,70284.0,24.0,17.0,1.0,4.0,5.0,9.0,0.0,1.0,0,10.0,9.0,0,0,0,1.0,4.0,0,3.0,1,1,0,0,1,1,2,1.0,1.0,1
1,70289.0,24.0,20.0,2.0,4.0,5.0,10.0,0.0,1.0,0,3.0,9.0,0,1,0,1.0,4.0,0,3.0,1,1,0,0,1,1,2,1.0,1.0,0
1,70316.0,24.0,35.0,1.0,4.0,5.0,9.0,0.0,1.0,1,9.0,8.0,0,1,0,1.0,4.0,0,3.0,1,1,0,0,0,1,3,1.0,1.0,0
1,70328.0,24.0,35.0,2.0,4.0,5.0,9.0,0.0,1.0,1,4.0,12.0,0,1,0,1.0,4.0,0,3.0,1,0,0,0,1,1,2,1.0,1.0,0
1,70338.0,24.0,18.0,2.0,4.0,5.0,11.0,0.0,1.0,0,4.0,12.0,0,1,0,1.0,4.0,0,3.0,1,1,0,0,1,1,2,1.0,1.0,0
1,70347.0,24.0,19.0,2.0,4.0,5.0,5.0,0.0,1.0,0,0.0,4.0,0,1,0,1.0,5.0,0,3.0,1,0,0,0,1,0,2,1.0,1.0,0
0,70351.0,24.0,56.0,1.0,4.0,5.0,6.0,0.0,1.0,1,0.0,6.0,0,1,0,1.0,3.0,0,2.0,1,0,0,0,0,0,1,1.0,1.0,0
0,70353.0,24.0,22.0,2.0,4.0,5.0,9.0,0.0,1.0,0,0.0,0.0,0,1,0,1.0,3.0,0,3.0,1,0,0,0,0,1,1,1.0,1.0,0
0,70362.0,24.0,51.0,2.0,4.0,5.0,6.0,0.0,1.0,1,0.0,6.0,0,1,0,1.0,3.0,0,3.0,1,0,0,0,0,0,2,1.0,1.0,0
1,70365.0,24.0,30.0,1.0,4.0,5.0,6.0,0.0,0.0,0,0.0,4.0,0,1,0,1.0,4.0,0,3.0,1,1,0,0,0,1,2,1.0,1.0,0
0,70372.0,24.0,59.0,2.0,4.0,5.0,4.0,0.0,1.0,0,0.0,4.0,0,0,1,1.0,4.0,0,2.0,1,0,0,0,0,0,1,1.0,1.0,0
1,70373.0,24.0,33.0,1.0,4.0,5.0,8.0,0.0,1.0,0,0.0,3.0,0,1,0,1.0,4.0,0,2.0,1,0,0,0,0,0,2,1.0,1.0,0
1,70375.0,24.0,30.0,1.0,4.0,5.0,5.0,0.0,1.0,0,0.0,2.0,0,1,0,1.0,5.0,0,3.0,1,0,0,0,0,0,3,1.0,1.0,0
1,70381.0,24.0,53.0,1.0,4.0,5.0,8.0,0.0,0.0,1,0.0,0.0,0,1,0,1.0,3.0,0,3.0,1,0,0,0,0,0,2,1.0,1.0,0
1,70388.0,24.0,45.0,1.0,4.0,5.0,22.0,0.0,1.0,1,2.0,9.0,0,1,0,2.0,4.0,0,3.0,1,0,0,1,0,1,0,0.0,1.0,0
1,70395.0,24.0,48.0,2.0,4.0,5.0,6.0,0.0,1.0,1,0.0,3.0,0,1,0,2.0,4.0,0,3.0,1,0,0,0,0,1,1,1.0,1.0,0
0,70397.0,24.0,38.0,2.0,4.0,5.0,8.0,0.0,1.0,0,12.0,5.0,0,1,0,2.0,4.0,0,3.0,1,0,0,0,0,1,1,1.0,1.0,0
0,70402.0,24.0,53.0,1.0,4.0,5.0,3.0,0.0,1.0,0,2.0,7.0,0,0,0,2.0,2.0,1,1.0,1,1,0,1,1,1,1,1.0,1.0,0
1,70403.0,24.0,25.0,1.0,4.0,5.0,7.0,1.0,1.0,1,7.0,12.0,0,0,1,2.0,5.0,0,3.0,1,0,0,1,0,1,2,1.0,1.0,0
1,70409.0,24.0,24.0,1.0,4.0,5.0,8.0,1.0,1.0,1,15.0,12.0,0,1,0,2.0,4.0,0,3.0,1,1,0,1,1,1,2,1.0,1.0,0
1,70422.0,24.0,48.0,2.0,4.0,5.0,5.0,1.0,1.0,1,13.0,8.0,0,1,0,2.0,5.0,0,3.0,1,2,0,1,1,1,2,1.0,1.0,0
1,70430.0,24.0,35.0,1.0,4.0,5.0,9.0,1.0,0.0,1,14.0,9.0,0,0,1,2.0,4.0,0,3.0,1,2,0,0,1,1,3,1.0,1.0,1
1,70438.0,24.0,40.0,1.0,4.0,5.0,9.0,1.0,1.0,1,0.0,7.0,0,1,0,2.0,4.0,0,3.0,1,2,0,0,1,0,3,1.0,1.0,1
1,70445.0,24.0,30.0,2.0,4.0,5.0,7.0,1.0,1.0,1,13.0,8.0,0,0,0,2.0,4.0,0,3.0,1,1,0,1,0,1,2,1.0,1.0,0
1,70449.0,24.0,30.0,1.0,4.0,5.0,8.0,1.0,1.0,1,0.0,3.0,0,1,0,2.0,4.0,0,3.0,1,2,0,1,1,1,2,1.0,1.0,1
1,70457.0,24.0,65.0,1.0,8.0,5.0,10.0,1.0,1.0,0,0.0,9.0,0,1,0,2.0,2.0,1,2.0,1,1,0,1,0,1,2,1.0,1.0,1
1,70461.0,24.0,28.0,1.0,4.0,5.0,8.0,1.0,1.0,1,5.0,8.0,0,0,0,2.0,4.0,0,3.0,1,1,0,1,1,0,1,1.0,1.0,1
1,70466.0,24.0,52.0,2.0,2.0,5.0,11.0,0.0,1.0,0,7.0,12.0,0,1,0,2.0,4.0,0,3.0,1,1,0,1,0,0,0,0.0,1.0,1
1,70468.0,24.0,22.0,2.0,4.0,5.0,9.0,0.0,1.0,1,0.0,12.0,0,1,0,2.0,3.0,1,2.0,1,1,0,1,1,0,2,1.0,1.0,1
1,70474.0,24.0,50.0,2.0,4.0,5.0,11.0,1.0,1.0,0,6.0,7.0,0,0,1,2.0,3.0,0,3.0,1,0,0,1,0,0,1,1.0,1.0,1
1,70482.0,24.0,45.0,2.0,4.0,5.0,10.0,0.0,1.0,1,7.0,4.0,0,1,0,2.0,0.0,0,3.0,1,1,1,0,1,0,2,1.0,1.0,1
0,70515.0,24.0,50.0,2.0,4.0,5.0,6.0,0.0,1.0,0,1.0,4.0,0,0,0,2.0,3.0,1,2.0,0,0,0,0,0,1,2,1.0,1.0,0
0,70519.0,24.0,59.0,2.0,4.0,5.0,9.0,1.0,1.0,1,0.0,4.0,0,0,0,2.0,4.0,0,3.0,1,1,1,1,1,0,3,1.0,1.0,0
1,70535.0,24.0,29.0,2.0,4.0,5.0,9.0,0.0,1.0,1,1.0,3.0,0,0,1,2.0,4.0,1,3.0,1,1,0,0,1,1,2,1.0,1.0,0
0,70540.0,24.0,32.0,1.0,4.0,5.0,8.0,0.0,1.0,1,0.0,12.0,0,1,0,2.0,4.0,0,3.0,1,1,0,1,1,1,2,1.0,1.0,0
0,70548.0,24.0,44.0,2.0,1.0,5.0,7.0,0.0,1.0,1,0.0,4.0,0,1,0,2.0,3.0,0,2.0,1,0,0,0,1,1,2,1.0,1.0,0
1,70559.0,24.0,36.0,1.0,1.0,5.0,10.0,0.0,1.0,1,0.0,4.0,0,0,0,2.0,5.0,0,3.0,1,0,0,1,1,0,2,1.0,1.0,0
0,70563.0,24.0,53.0,2.0,4.0,5.0,7.0,0.0,0.0,1,0.0,7.0,0,0,0,2.0,2.0,1,2.0,1,0,0,1,1,0,1,1.0,1.0,0
0,70572.0,24.0,34.0,2.0,10.0,5.0,8.0,0.0,1.0,0,0.0,3.0,0,1,0,2.0,5.0,0,3.0,1,0,0,1,1,1,3,1.0,1.0,0
1,70579.0,24.0,54.0,2.0,4.0,5.0,8.0,0.0,1.0,1,17.0,10.0,0,0,0,2.0,3.0,1,1.0,1,2,0,1,1,1,0,1.0,1.0,1
1,70594.0,24.0,50.0,1.0,4.0,5.0,9.0,0.0,1.0,0,16.0,3.0,0,1,1,2.0,5.0,0,3.0,1,0,1,1,1,0,5,1.0,1.0,0
1,70612.0,24.0,20.0,2.0,4.0,5.0,8.0,0.0,1.0,1,12.0,6.0,0,0,1,2.0,4.0,0,3.0,1,2,0,1,1,1,2,1.0,1.0,1
1,70621.0,24.0,23.0,1.0,4.0,5.0,8.0,0.0,1.0,0,0.0,6.0,0,0,1,2.0,5.0,0,3.0,1,0,0,1,1,1,3,1.0,1.0,1
1,70626.0,24.0,28.0,2.0,1.0,5.0,11.0,0.0,1.0,0,0.0,3.0,0,0,0,2.0,3.0,0,3.0,1,0,0,1,1,1,2,1.0,1.0,0
1,70638.0,24.0,30.0,2.0,7.0,5.0,7.0,0.0,1.0,1,17.0,9.0,0,0,0,2.0,4.0,0,3.0,1,2,1,1,1,1,4,1.0,1.0,1
1,70643.0,24.0,47.0,1.0,6.0,5.0,9.0,0.0,1.0,1,16.0,7.0,0,0,0,2.0,3.0,1,1.0,1,2,0,1,1,1,4,1.0,1.0,1
1,70649.0,24.0,62.0,1.0,4.0,5.0,9.0,0.0,1.0,0,17.0,6.0,0,0,1,2.0,4.0,0,3.0,1,2,0,1,0,1,1,1.0,1.0,0
1,70657.0,24.0,48.0,1.0,4.0,5.0,8.0,1.0,1.0,1,15.0,8.0,0,0,0,2.0,2.0,1,2.0,1,2,0,1,1,1,0,1.0,1.0,1
0,70670.0,24.0,36.0,2.0,1.0,5.0,8.0,0.0,1.0,1,15.0,5.0,0,0,0,2.0,4.0,0,3.0,1,1,0,0,1,1,1,1.0,1.0,0
1,70678.0,24.0,51.0,2.0,1.0,5.0,15.0,0.0,1.0,1,0.0,10.0,1,1,0,2.0,4.0,0,2.0,1,2,0,1,1,0,1,0.0,1.0,0
1,70682.0,24.0,69.0,2.0,8.0,5.0,9.0,0.0,1.0,0,1.0,10.0,0,1,0,2.0,3.0,1,2.0,1,2,0,1,1,0,1,0.0,1.0,0
1,70683.0,24.0,39.0,2.0,1.0,5.0,8.0,0.0,1.0,1,0.0,6.0,0,1,0,2.0,4.0,0,3.0,1,0,1,1,1,1,1,1.0,1.0,0
1,70688.0,24.0,25.0,2.0,7.0,5.0,9.0,0.0,1.0,0,10.0,9.0,0,0,1,2.0,4.0,0,3.0,1,2,0,0,0,1,2,1.0,1.0,0
1,70707.0,24.0,50.0,1.0,6.0,5.0,4.0,0.0,1.0,1,3.0,9.0,0,1,0,2.0,2.0,1,2.0,1,2,0,0,0,1,3,1.0,1.0,1
1,70710.0,24.0,31.0,1.0,2.0,5.0,12.0,1.0,0.0,1,1.0,4.0,0,0,0,2.0,5.0,0,3.0,1,0,1,1,1,1,3,1.0,1.0,0
0,70717.0,24.0,20.0,1.0,4.0,5.0,7.0,0.0,1.0,0,4.0,9.0,0,0,0,2.0,3.0,1,2.0,1,2,0,0,0,1,0,1.0,1.0,1
0,70731.0,24.0,25.0,2.0,1.0,5.0,9.0,0.0,0.0,0,7.0,7.0,0,1,0,2.0,5.0,0,3.0,1,1,1,1,0,1,1,1.0,1.0,1
0,70735.0,24.0,27.0,1.0,1.0,5.0,11.0,0.0,0.0,0,8.0,3.0,0,0,1,2.0,4.0,0,3.0,1,2,1,1,1,1,0,0.0,1.0,0
0,70737.0,24.0,27.0,1.0,4.0,5.0,12.0,0.0,0.0,1,2.0,3.0,0,0,1,2.0,4.0,0,3.0,1,2,0,1,1,1,1,0.0,1.0,1
0,70739.0,24.0,45.0,1.0,1.0,5.0,16.0,0.0,0.0,1,9.0,7.0,0,0,0,2.0,4.0,1,3.0,1,0,1,0,1,1,1,0.0,1.0,0
1,70742.0,24.0,29.0,1.0,1.0,5.0,14.0,0.0,0.0,1,6.0,4.0,1,0,0,2.0,5.0,0,3.0,1,2,0,1,0,0,1,0.0,1.0,0
0,70745.0,24.0,38.0,2.0,1.0,5.0,9.0,0.0,0.0,1,6.0,6.0,0,0,0,2.0,4.0,0,3.0,1,2,1,1,1,1,3,1.0,1.0,1
0,70749.0,24.0,34.0,1.0,1.0,5.0,14.0,0.0,0.0,1,3.0,3.0,0,0,0,2.0,4.0,0,3.0,1,2,0,1,1,1,0,0.0,1.0,0
0,70753.0,24.0,47.0,1.0,1.0,5.0,13.0,0.0,0.0,1,2.0,3.0,1,0,1,2.0,4.0,0,3.0,1,1,1,1,0,1,0,0.0,1.0,0
0,70762.0,24.0,37.0,2.0,4.0,5.0,12.0,0.0,1.0,0,0.0,8.0,0,1,0,1.0,5.0,0,3.0,1,2,0,0,1,1,2,1.0,1.0,0
1,70768.0,24.0,25.0,2.0,4.0,5.0,3.0,0.0,1.0,0,0.0,9.0,0,1,0,1.0,5.0,0,3.0,1,0,0,1,0,1,2,1.0,1.0,0
0,70774.0,24.0,37.0,1.0,2.0,5.0,10.0,0.0,0.0,1,2.0,6.0,0,0,0,1.0,5.0,0,3.0,1,1,0,0,0,1,0,1.0,1.0,1
0,70778.0,24.0,31.0,2.0,7.0,5.0,9.0,0.0,0.0,1,5.0,5.0,0,0,1,1.0,5.0,0,3.0,1,2,0,1,1,1,1,1.0,1.0,0
1,70782.0,24.0,45.0,2.0,4.0,5.0,9.0,0.0,1.0,1,0.0,8.0,0,1,0,1.0,4.0,0,3.0,1,0,0,0,0,0,1,1.0,1.0,1
1,70788.0,24.0,48.0,1.0,2.0,5.0,16.0,0.0,0.0,1,4.0,5.0,1,1,0,1.0,5.0,0,3.0,1,1,1,1,1,1,0,0.0,1.0,1
1,70793.0,24.0,29.0,2.0,4.0,5.0,6.0,0.0,1.0,0,3.0,7.0,0,0,1,1.0,4.0,0,3.0,1,2,0,0,0,1,1,1.0,1.0,0
1,70795.0,24.0,20.0,1.0,4.0,5.0,7.0,1.0,1.0,0,2.0,10.0,1,1,0,3.0,5.0,0,3.0,0,0,0,1,1,0,3,1.0,1.0,0
0,70810.0,24.0,39.0,1.0,4.0,5.0,8.0,1.0,1.0,1,0.0,6.0,0,0,0,3.0,5.0,0,3.0,1,1,0,0,0,1,1,1.0,1.0,0
1,70813.0,24.0,45.0,2.0,4.0,5.0,12.0,0.0,1.0,1,0.0,12.0,1,1,0,3.0,5.0,0,3.0,1,1,0,0,0,1,3,1.0,1.0,0
1,70827.0,24.0,32.0,1.0,4.0,5.0,12.0,0.0,1.0,1,34.0,7.0,0,0,1,1.0,5.0,0,3.0,1,0,0,0,0,1,0,0.0,1.0,1
1,70830.0,24.0,36.0,2.0,4.0,5.0,6.0,1.0,1.0,0,3.0,4.0,0,0,1,1.0,3.0,0,3.0,0,1,0,0,0,1,2,1.0,1.0,0
1,70838.0,24.0,65.0,2.0,8.0,5.0,10.0,0.0,1.0,0,0.0,6.0,0,1,0,1.0,4.0,0,3.0,1,0,0,0,0,1,3,1.0,1.0,0
1,70850.0,24.0,46.0,1.0,4.0,5.0,8.0,0.0,1.0,0,0.0,7.0,0,1,0,1.0,4.0,0,3.0,1,0,0,0,1,1,2,1.0,1.0,0
1,70855.0,24.0,27.0,1.0,1.0,5.0,10.0,0.0,1.0,0,0.0,7.0,0,1,1,1.0,4.0,0,3.0,1,0,1,0,1,1,3,1.0,1.0,1
1,70866.0,24.0,33.0,1.0,1.0,5.0,9.0,0.0,1.0,0,2.0,12.0,0,1,0,1.0,5.0,0,3.0,1,0,0,0,1,1,1,1.0,1.0,0
0,70869.0,24.0,49.0,2.0,4.0,5.0,6.0,0.0,1.0,0,0.0,7.0,0,1,1,1.0,4.0,0,3.0,1,0,0,0,0,1,2,1.0,1.0,0
1,70876.0,24.0,45.0,1.0,4.0,5.0,8.0,0.0,1.0,1,7.0,9.0,0,1,1,1.0,4.0,0,3.0,1,0,0,0,1,1,1,1.0,1.0,1
1,70885.0,24.0,51.0,1.0,4.0,5.0,8.0,0.0,1.0,1,5.0,8.0,0,0,0,1.0,4.0,0,3.0,1,2,0,0,0,0,2,1.0,1.0,0
1,70889.0,24.0,39.0,1.0,4.0,5.0,9.0,0.0,0.0,1,0.0,8.0,0,0,0,1.0,5.0,0,3.0,1,2,0,1,1,0,3,1.0,1.0,0
1,70901.0,24.0,56.0,1.0,4.0,5.0,7.0,0.0,1.0,1,4.0,6.0,0,0,0,1.0,5.0,0,3.0,1,2,0,0,1,0,3,1.0,1.0,0
1,70903.0,24.0,49.0,1.0,4.0,5.0,9.0,0.0,1.0,1,1.0,8.0,0,0,0,1.0,5.0,0,3.0,1,2,0,0,0,0,2,1.0,1.0,0
1,70918.0,24.0,52.0,2.0,4.0,5.0,8.0,0.0,1.0,1,11.0,8.0,0,0,0,1.0,4.0,0,3.0,1,2,0,0,0,0,2,1.0,1.0,0
1,70921.0,24.0,55.0,2.0,4.0,5.0,10.0,0.0,0.0,1,2.0,8.0,0,0,0,1.0,5.0,0,3.0,1,2,0,1,1,1,1,0.0,1.0,1
1,70929.0,24.0,55.0,1.0,4.0,5.0,7.0,0.0,0.0,1,0.0,6.0,0,0,0,1.0,4.0,0,2.0,1,0,0,0,0,0,1,1.0,1.0,0
1,70940.0,24.0,43.0,2.0,4.0,5.0,14.0,0.0,1.0,1,1.0,7.0,0,1,0,1.0,5.0,0,3.0,1,0,0,0,0,0,1,0.0,1.0,0
0,70948.0,24.0,26.0,2.0,4.0,5.0,10.0,0.0,1.0,1,0.0,3.0,0,1,0,1.0,5.0,0,3.0,1,0,0,0,0,0,2,1.0,1.0,0
1,70957.0,24.0,48.0,2.0,4.0,5.0,8.0,0.0,1.0,1,2.0,8.0,0,0,0,1.0,5.0,0,3.0,1,2,0,0,0,0,3,1.0,1.0,0
0,70961.0,24.0,40.0,2.0,7.0,5.0,8.0,0.0,1.0,1,2.0,10.0,0,0,1,1.0,3.0,0,3.0,1,2,1,1,1,0,2,1.0,1.0,1
1,70964.0,24.0,35.0,2.0,4.0,5.0,11.0,0.0,1.0,1,4.0,8.0,0,0,0,1.0,5.0,0,3.0,1,2,0,0,0,0,3,1.0,1.0,0
1,70970.0,24.0,35.0,1.0,4.0,5.0,8.0,0.0,0.0,0,0.0,9.0,0,1,0,1.0,4.0,0,3.0,1,1,0,1,1,0,2,1.0,1.0,0
1,70973.0,24.0,45.0,2.0,4.0,5.0,8.0,0.0,1.0,1,2.0,8.0,0,0,0,1.0,4.0,0,3.0,1,2,0,0,0,0,2,1.0,1.0,0
1,70976.0,24.0,30.0,1.0,4.0,5.0,5.0,0.0,1.0,0,2.0,7.0,0,0,0,1.0,5.0,0,3.0,1,2,0,0,0,0,2,1.0,1.0,0
0,70986.0,24.0,37.0,2.0,4.0,5.0,8.0,0.0,0.0,0,5.0,11.0,0,0,0,1.0,4.0,0,3.0,1,2,0,1,1,0,1,1.0,1.0,1
1,70988.0,24.0,46.0,2.0,4.0,5.0,7.0,1.0,1.0,1,1.0,6.0,0,1,0,1.0,4.0,0,3.0,0,2,0,1,1,1,1,1.0,1.0,0
0,70996.0,24.0,48.0,2.0,4.0,5.0,8.0,0.0,0.0,1,0.0,6.0,0,0,0,1.0,4.0,0,3.0,1,0,0,0,0,0,0,1.0,1.0,0
0,70999.0,24.0,57.0,1.0,4.0,5.0,10.0,0.0,1.0,1,0.0,7.0,0,1,1,1.0,3.0,0,3.0,1,0,0,0,1,0,2,1.0,1.0,0
0,71013.0,24.0,26.0,1.0,1.0,5.0,11.0,0.0,1.0,1,0.0,7.0,0,1,0,1.0,4.0,0,2.0,1,0,0,1,0,0,3,1.0,1.0,0
0,71019.0,24.0,29.0,1.0,4.0,5.0,8.0,1.0,1.0,1,0.0,10.0,0,1,0,1.0,3.0,0,3.0,0,0,0,0,0,0,2,1.0,1.0,1
0,71022.0,24.0,43.0,2.0,1.0,5.0,9.0,0.0,0.0,1,0.0,7.0,0,1,0,1.0,3.0,0,3.0,1,0,0,0,0,0,1,1.0,1.0,0
0,71026.0,24.0,46.0,1.0,1.0,5.0,10.0,1.0,1.0,1,3.0,8.0,0,1,0,1.0,3.0,0,3.0,1,1,0,0,1,0,1,1.0,1.0,1
0,71032.0,24.0,20.0,2.0,4.0,5.0,3.0,0.0,1.0,0,1.0,5.0,0,1,0,1.0,5.0,0,3.0,1,0,0,0,0,0,2,1.0,1.0,0
1,71034.0,24.0,45.0,1.0,4.0,5.0,8.0,1.0,1.0,0,1.0,7.0,0,1,1,1.0,3.0,0,3.0,1,0,0,0,0,0,2,1.0,1.0,0
0,71053.0,24.0,38.0,1.0,4.0,5.0,8.0,1.0,1.0,1,1.0,10.0,0,1,0,1.0,4.0,0,3.0,1,0,1,1,1,1,3,1.0,1.0,0
1,71062.0,24.0,53.0,1.0,4.0,5.0,8.0,1.0,1.0,1,0.0,12.0,0,1,0,1.0,5.0,0,3.0,1,0,0,0,0,1,1,1.0,1.0,0
1,71064.0,24.0,48.0,1.0,4.0,5.0,8.0,1.0,1.0,1,2.0,12.0,0,1,0,1.0,4.0,0,3.0,1,0,1,0,0,1,2,1.0,1.0,0
1,71066.0,24.0,42.0,2.0,4.0,5.0,10.0,1.0,1.0,1,0.0,3.0,0,1,0,2.0,5.0,0,3.0,1,0,0,1,0,0,2,1.0,1.0,0
1,71071.0,24.0,72.0,1.0,8.0,5.0,8.0,1.0,0.0,1,2.0,4.0,0,0,0,2.0,4.0,0,3.0,1,0,0,1,0,1,2,1.0,1.0,1
1,71078.0,24.0,43.0,2.0,4.0,5.0,8.0,1.0,0.0,1,0.0,6.0,0,1,0,2.0,4.0,0,3.0,1,1,0,1,0,0,2,1.0,1.0,0
1,71083.0,24.0,20.0,1.0,3.0,5.0,10.0,0.0,0.0,0,2.0,10.0,0,0,0,2.0,5.0,0,3.0,1,1,1,1,1,1,4,1.0,1.0,0
1,71087.0,24.0,42.0,2.0,4.0,5.0,8.0,1.0,1.0,0,2.0,6.0,0,1,0,2.0,4.0,0,3.0,1,1,0,1,0,0,3,1.0,1.0,0
1,71097.0,24.0,18.0,2.0,4.0,5.0,6.0,1.0,0.0,0,2.0,7.0,0,0,0,2.0,5.0,0,3.0,1,1,0,1,0,0,2,1.0,1.0,0
1,71102.0,24.0,30.0,2.0,4.0,5.0,8.0,0.0,0.0,1,16.0,10.0,0,1,0,2.0,4.0,0,3.0,0,2,0,1,0,1,3,1.0,1.0,1
0,71107.0,24.0,23.0,1.0,4.0,5.0,10.0,1.0,1.0,1,4.0,7.0,0,0,0,2.0,4.0,0,3.0,0,1,0,1,0,1,3,1.0,1.0,0
1,71116.0,24.0,25.0,2.0,4.0,5.0,9.0,1.0,0.0,1,3.0,4.0,0,0,0,2.0,4.0,0,3.0,0,1,0,0,0,1,2,1.0,1.0,0
